active,h_noise,n_noise_cols,seed,rho_A0,rho_A,rho_H1,rho_HN,rho_IV,rho_FA,rho_EBT
3,0.3,12,1,0.20601368164856929,-0.004423338274373148,0.6681646300528874,0.631919020884321,0.36552064401108414,0.7983135932532172,0.6319189385287788
3,0.3,12,2,0.2190783417461924,-0.04487461027909652,0.7078891935702913,0.6404040287293051,0.3750781368138288,0.795463826869047,0.640425372582683
3,0.3,12,3,0.0952826072509037,-0.042809101530181276,0.6537234057922857,0.4377443430873119,0.19811835957478163,0.8049449887935676,0.4377443430873119
3,0.3,12,4,0.28370381500284614,-0.013466259825493649,0.7582502362163771,0.6569663845554461,0.4692694773766835,0.8098937339331929,0.6569663845554461
3,0.3,12,5,0.23321207877445524,0.00471421430243209,0.727622049943992,0.7031191156598215,0.41749571150491743,0.8012290956933975,0.7031195257564007
3,0.6,0,0,0.08957090196003716,0.04699598263604955,0.18798320816995637,0.3602018024682083,0.1724129129693145,0.7680451493532824,0.36018562150893185
3,0.6,0,1,0.20601368164856929,0.08942246660945463,0.46405971434432985,0.6798028014636265,0.360521332674528,0.7969035187330905,0.6798027219905854
3,0.6,0,2,0.2190783417461924,0.07327836546935546,0.47856330358114624,0.7067560291762142,0.38334257972362923,0.7959726191267363,0.7067773890065896
3,0.6,0,3,0.0952826072509037,0.008025337035742115,0.4552339866485977,0.4696092340617755,0.18942217765975788,0.8010711365258422,0.4696092340617755
3,0.6,0,4,0.28370381500284614,0.10629905523080821,0.5431551187920362,0.7756611409852994,0.48977262548362954,0.8102763514899691,0.7756611409852994
3,0.6,0,5,0.23321207877445524,0.11402268062486336,0.4966631125853967,0.7744764472286352,0.42360603442546685,0.8023133794304416,0.7744737442183183
3,0.6,4,0,0.08957090196003716,0.04699598263604955,0.18798320816995637,0.3327246126388524,0.16616919160543342,0.7632907228847197,0.33272838430957946
3,0.6,4,1,0.20601368164856929,0.08942246660945463,0.46405971434432985,0.6754329188831517,0.36030100853075825,0.7946316517424148,0.675432839147053
3,0.6,4,2,0.2190783417461924,0.07327836546935546,0.47856330358114624,0.6962173113615984,0.396863499200091,0.7995298306851095,0.6962023091420778
3,0.6,4,3,0.0952826072509037,0.008025337035742115,0.4552339866485977,0.44812919518840966,0.1909273647883973,0.8017393326995704,0.44812919518840966
3,0.6,4,4,0.28370381500284614,0.10629905523080821,0.5431551187920362,0.7525750233808464,0.48719880605985305,0.8094947425602678,0.7525750233808464
3,0.6,4,5,0.23321207877445524,0.11402268062486336,0.4966631125853967,0.7127669052427996,0.40990090951732877,0.8027152603003344,0.7127564820462474
3,0.6,12,0,0.08957090196003716,0.04699598263604955,0.18798320816995637,0.33279396056607174,0.17133537139186106,0.7618690903767229,0.3327587240642657
3,0.6,12,1,0.20601368164856929,0.08942246660945463,0.46405971434432985,0.631919020884321,0.36552064401108414,0.7983135932532172,0.6319189385287788
3,0.6,12,2,0.2190783417461924,0.07327836546935546,0.47856330358114624,0.6404040287293051,0.3750781368138288,0.795463826869047,0.640425372582683
3,0.6,12,3,0.0952826072509037,0.008025337035742115,0.4552339866485977,0.4377443430873119,0.19811835957478163,0.8049449887935676,0.4377443430873119
3,0.6,12,4,0.28370381500284614,0.10629905523080821,0.5431551187920362,0.6569663845554461,0.4692694773766835,0.8098937339331929,0.6569663845554461
3,0.6,12,5,0.23321207877445524,0.11402268062486336,0.4966631125853967,0.7031191156598215,0.41749571150491743,0.8012290956933975,0.7031195257564007
3,1.2,0,0,0.08957090196003716,0.08299815168510648,0.10706693904991414,0.3602018024682083,0.1724129129693145,0.7680451493532824,0.36018562150893185
3,1.2,0,1,0.20601368164856929,0.16226355487106583,0.3051867433731795,0.6798028014636265,0.360521332674528,0.7969035187330905,0.6798027219905854
3,1.2,0,2,0.2190783417461924,0.16772518572241757,0.3170943603761355,0.7067560291762142,0.38334257972362923,0.7959726191267363,0.7067773890065896
3,1.2,0,3,0.0952826072509037,0.05403311170891593,0.28674067631566025,0.4696092340617755,0.18942217765975788,0.8010711365258422,0.4696092340617755
3,1.2,0,4,0.28370381500284614,0.20961061138866338,0.35533420403508625,0.7756611409852994,0.48977262548362954,0.8102763514899691,0.7756611409852994
3,1.2,0,5,0.23321207877445524,0.19405331892437513,0.33552670232305926,0.7744764472286352,0.42360603442546685,0.8023133794304416,0.7744737442183183
3,1.2,4,0,0.08957090196003716,0.08299815168510648,0.10706693904991414,0.3327246126388524,0.16616919160543342,0.7632907228847197,0.33272838430957946
3,1.2,4,1,0.20601368164856929,0.16226355487106583,0.3051867433731795,0.6754329188831517,0.36030100853075825,0.7946316517424148,0.675432839147053
3,1.2,4,2,0.2190783417461924,0.16772518572241757,0.3170943603761355,0.6962173113615984,0.396863499200091,0.7995298306851095,0.6962023091420778
3,1.2,4,3,0.0952826072509037,0.05403311170891593,0.28674067631566025,0.44812919518840966,0.1909273647883973,0.8017393326995704,0.44812919518840966
3,1.2,4,4,0.28370381500284614,0.20961061138866338,0.35533420403508625,0.7525750233808464,0.48719880605985305,0.8094947425602678,0.7525750233808464
3,1.2,4,5,0.23321207877445524,0.19405331892437513,0.33552670232305926,0.7127669052427996,0.40990090951732877,0.8027152603003344,0.7127564820462474
3,1.2,12,0,0.08957090196003716,0.08299815168510648,0.10706693904991414,0.33279396056607174,0.17133537139186106,0.7618690903767229,0.3327587240642657
3,1.2,12,1,0.20601368164856929,0.16226355487106583,0.3051867433731795,0.631919020884321,0.36552064401108414,0.7983135932532172,0.6319189385287788
3,1.2,12,2,0.2190783417461924,0.16772518572241757,0.3170943603761355,0.6404040287293051,0.3750781368138288,0.795463826869047,0.640425372582683
3,1.2,12,3,0.0952826072509037,0.05403311170891593,0.28674067631566025,0.4377443430873119,0.19811835957478163,0.8049449887935676,0.4377443430873119
3,1.2,12,4,0.28370381500284614,0.20961061138866338,0.35533420403508625,0.6569663845554461,0.4692694773766835,0.8098937339331929,0.6569663845554461
3,1.2,12,5,0.23321207877445524,0.19405331892437513,0.33552670232305926,0.7031191156598215,0.41749571150491743,0.8012290956933975,0.7031195257564007
3,2.5,0,0,0.08957090196003716,0.09046292630915884,0.085621333348744,0.3602018024682083,0.1724129129693145,0.7680451493532824,0.36018562150893185
3,2.5,0,1,0.20601368164856929,0.19370272662565505,0.23346846547484548,0.6798028014636265,0.360521332674528,0.7969035187330905,0.6798027219905854
3,2.5,0,2,0.2190783417461924,0.20821353960489017,0.24201222642483505,0.7067560291762142,0.38334257972362923,0.7959726191267363,0.7067773890065896
3,2.5,0,3,0.0952826072509037,0.07703711944120982,0.18676335886685488,0.4696092340617755,0.18942217765975788,0.8010711365258422,0.4696092340617755
3,2.5,0,4,0.28370381500284614,0.26139400891698766,0.27026476460712956,0.7756611409852994,0.48977262548362954,0.8102763514899691,0.7756611409852994
3,2.5,0,5,0.23321207877445524,0.22386185122365382,0.26575185192676476,0.7744764472286352,0.42360603442546685,0.8023133794304416,0.7744737442183183
3,2.5,4,0,0.08957090196003716,0.09046292630915884,0.085621333348744,0.3327246126388524,0.16616919160543342,0.7632907228847197,0.33272838430957946
3,2.5,4,1,0.20601368164856929,0.19370272662565505,0.23346846547484548,0.6754329188831517,0.36030100853075825,0.7946316517424148,0.675432839147053
3,2.5,4,2,0.2190783417461924,0.20821353960489017,0.24201222642483505,0.6962173113615984,0.396863499200091,0.7995298306851095,0.6962023091420778
3,2.5,4,3,0.0952826072509037,0.07703711944120982,0.18676335886685488,0.44812919518840966,0.1909273647883973,0.8017393326995704,0.44812919518840966
3,2.5,4,4,0.28370381500284614,0.26139400891698766,0.27026476460712956,0.7525750233808464,0.48719880605985305,0.8094947425602678,0.7525750233808464
3,2.5,4,5,0.23321207877445524,0.22386185122365382,0.26575185192676476,0.7127669052427996,0.40990090951732877,0.8027152603003344,0.7127564820462474
3,2.5,12,0,0.08957090196003716,0.09046292630915884,0.085621333348744,0.33279396056607174,0.17133537139186106,0.7618690903767229,0.3327587240642657
3,2.5,12,1,0.20601368164856929,0.19370272662565505,0.23346846547484548,0.631919020884321,0.36552064401108414,0.7983135932532172,0.6319189385287788
3,2.5,12,2,0.2190783417461924,0.20821353960489017,0.24201222642483505,0.6404040287293051,0.3750781368138288,0.795463826869047,0.640425372582683
3,2.5,12,3,0.0952826072509037,0.07703711944120982,0.18676335886685488,0.4377443430873119,0.19811835957478163,0.8049449887935676,0.4377443430873119
3,2.5,12,4,0.28370381500284614,0.26139400891698766,0.27026476460712956,0.6569663845554461,0.4692694773766835,0.8098937339331929,0.6569663845554461
3,2.5,12,5,0.23321207877445524,0.22386185122365382,0.26575185192676476,0.7031191156598215,0.41749571150491743,0.8012290956933975,0.7031195257564007
5,0.3,0,0,0.20176827582752785,0.048668279005974514,0.5932337131095514,0.5656891016842879,0.3047583754477517,0.770179765238003,0.5656891016842879
5,0.3,0,1,0.311346187742176,0.021564075076836543,0.6940838994339475,0.6902940833696929,0.4698972205928671,0.8026170174034403,0.6902940833696929
5,0.3,0,2,0.2928890442796147,-0.0047493698488696775,0.6750507829092034,0.634309357250663,0.4331168136939041,0.8050109656409916,0.634309357250663
5,0.3,0,3,0.22807907204768055,-0.021513268088491806,0.7521529160321814,0.6917304041539409,0.37647785730315547,0.8003660992657788,0.6917304041539409
5,0.3,0,4,0.27950489432628006,-0.004576963196477125,0.6736869403405562,0.6968688929277636,0.4407590515900421,0.8024142710328893,0.6968688929277636
5,0.3,0,5,0.1758998134348125,-0.06498382363281044,0.6122555124378397,0.5386443732343971,0.30970856533586066,0.7961339493740868,0.5386443732343971
