p_useful,p_noise,p_total,rho_A0,rho_A,rho_HN,rho_EBT,tau2,w_mean,var_HN,var_A0,seed,n_builds
20,6,26,0.42494412360309014,0.3933863346583665,0.737020925523138,0.737020925523138,0.0016803534068549758,0.07441151004668688,0.013510724806700737,0.033607068137099516,5,200
20,12,32,0.42494412360309014,0.3933863346583665,0.6882457061426538,0.6882457061426538,0.0016803534068549758,0.07441151004668688,0.014770277115110144,0.033607068137099516,5,200
0,0,0,0.4416507021959214,0.40383994883664037,0.4416507021959214,0.4416507021959214,,1.0,0.03643425985477948,0.03643425985477948,0,368
0,2,2,0.4416507021959214,0.40383994883664037,0.43410189136839833,0.43410189136839833,0.01581872493163168,0.43723875257645256,0.007172130220447354,0.03643425985477948,0,368
0,6,6,0.4416507021959214,0.40383994883664037,0.4372921368119024,0.4372921368119024,0.015610672532751349,0.4339837691242359,0.00723840156719863,0.03643425985477948,0,368
0,12,12,0.4416507021959214,0.40383994883664037,0.44348023535915965,0.44348023535915965,0.015492017838938409,0.43211049800678536,0.007276541300197636,0.03643425985477948,0,368
1,0,1,0.4416507021959214,0.40383994883664037,0.5406080272152088,0.5406080272152088,0.014405002603384114,0.41435398630870857,0.007638063243737786,0.03643425985477948,0,368
1,2,3,0.4416507021959214,0.40383994883664037,0.5732733088496623,0.5732733088496623,0.012971041237143356,0.38915841403533596,0.008151044194712655,0.03643425985477948,0,368
1,6,7,0.4416507021959214,0.40383994883664037,0.5846747823004826,0.5846747823004826,0.010959622823978735,0.34992871377541196,0.008949759489902152,0.03643425985477948,0,368
1,12,13,0.4416507021959214,0.40383994883664037,0.5931898890722115,0.5931898890722115,0.00848414570069735,0.2941378920169724,0.010085658626893002,0.03643425985477948,0,368
2,0,2,0.4416507021959214,0.40383994883664037,0.6406111093453074,0.6406111093453074,0.010774414759453278,0.34606165592745347,0.009028492649474681,0.03643425985477948,0,368
2,2,4,0.4416507021959214,0.40383994883664037,0.6560222414213243,0.6560222414213243,0.00928394308070736,0.3131821650320205,0.009697917908964977,0.03643425985477948,0,368
2,6,8,0.4416507021959214,0.40383994883664037,0.6398073476055219,0.6398073476055219,0.010325022876285655,0.3364845105103438,0.009223482987871793,0.03643425985477948,0,368
2,12,14,0.4416507021959214,0.40383994883664037,0.6375554663022048,0.6375554663022048,0.009866087423391696,0.3264100626509529,0.009428598386219723,0.03643425985477948,0,368
4,0,4,0.4416507021959214,0.40383994883664037,0.6933352789279581,0.6933352789279581,0.008665155558070594,0.29853987210510796,0.009996034469629026,0.03643425985477948,0,368
4,2,6,0.4416507021959214,0.40383994883664037,0.7092638717525667,0.7092638717525667,0.009035426858527915,0.30737562981742306,0.009816138758403724,0.03643425985477948,0,368
4,6,10,0.4416507021959214,0.40383994883664037,0.702782007680283,0.702782007680283,0.009633699265474787,0.3211911495094036,0.009534855271253312,0.03643425985477948,0,368
4,12,16,0.4416507021959214,0.40383994883664037,0.6793575781392218,0.6793575781392218,0.007800006490504694,0.27698915456431605,0.010434806308518724,0.03643425985477948,0,368
8,0,8,0.4416507021959214,0.40383994883664037,0.7479147463551404,0.7479147463551404,0.00723467737521687,0.26217689184282816,0.010736383448125487,0.03643425985477948,0,368
8,2,10,0.4416507021959214,0.40383994883664037,0.7679647250210211,0.7679647250210211,0.0076241997056271,0.2724469351745342,0.010527285732951955,0.03643425985477948,0,368
8,6,14,0.4416507021959214,0.40383994883664037,0.7633795749164695,0.7633795749164695,0.00528610468859296,0.2061175418097248,0.011877749811191078,0.03643425985477948,0,368
8,12,20,0.4416507021959214,0.40383994883664037,0.7211974942282298,0.7211974942282298,0.00686499191669817,0.2521580520591051,0.010940366668040314,0.03643425985477948,0,368
13,0,13,0.4416507021959214,0.40383994883664037,0.7587915353149505,0.7587915353149505,0.005240928679844041,0.20471663595217246,0.01190627220438128,0.03643425985477948,0,368
13,2,15,0.4416507021959214,0.40383994883664037,0.7808058903358849,0.7808058903358849,0.004409831992940767,0.17803263087266116,0.012449557594091259,0.03643425985477948,0,368
13,6,19,0.4416507021959214,0.40383994883664037,0.7618178018055504,0.7618178018055504,0.00642278654424731,0.23981056282803087,0.011191761107475304,0.03643425985477948,0,368
13,12,25,0.4416507021959214,0.40383994883664037,0.7619059314630583,0.7619059314630583,0.005954736245409348,0.22628934136552334,0.011467052693192094,0.03643425985477948,0,368
20,0,20,0.4416507021959214,0.40383994883664037,0.8014446040088881,0.8014446040088881,0.005632042238112096,0.2166836268952078,0.011662624696491392,0.03643425985477948,0,368
20,2,22,0.4416507021959214,0.40383994883664037,0.7691060763231728,0.7691060763231728,0.005833714060047037,0.22271457979118556,0.011539834711080593,0.03643425985477948,0,368
20,6,26,0.4416507021959214,0.40383994883664037,0.7670841508201838,0.7670841508201838,0.005988790310678362,0.2272893124722653,0.011446693317198633,0.03643425985477948,0,368
20,12,32,0.4416507021959214,0.40383994883664037,0.7102280005740467,0.7102280005740467,0.004726993510107705,0.188424341986136,0.012237982727229453,0.03643425985477948,0,368
0,0,0,0.4999971105030326,0.37488141022862664,0.4999971105030326,0.4999971105030326,,1.0,0.038732822578235286,0.038732822578235286,1,368
0,2,2,0.4999971105030326,0.37488141022862664,0.5022899263467223,0.5022899263467223,0.018338836381422047,0.4740372417384775,0.008739625323708632,0.038732822578235286,1,368
0,6,6,0.4999971105030326,0.37488141022862664,0.47554522399862076,0.47554522399862076,0.01760394611390879,0.4638525610294592,0.008946859665440532,0.038732822578235286,1,368
0,12,12,0.4999971105030326,0.37488141022862664,0.48926214768604265,0.48926214768604265,0.017831772458811703,0.4670518892582,0.00888176084708677,0.038732822578235286,1,368
1,0,1,0.4999971105030326,0.37488141022862664,0.6180838686126465,0.6180838686126465,0.011502831377832288,0.3611509168432176,0.011036597010752904,0.038732822578235286,1,368
1,2,3,0.4999971105030326,0.37488141022862664,0.6015884527995855,0.6015884527995855,0.008642163082049275,0.2981103181141278,0.012319325193722738,0.038732822578235286,1,368
1,6,7,0.4999971105030326,0.37488141022862664,0.6453686661022516,0.6453686661022516,0.009330511443751213,0.3143897826048492,0.01198807631082992,0.038732822578235286,1,368
1,12,13,0.4999971105030326,0.37488141022862664,0.6420259996937134,0.6420259996937134,0.008033934272481932,0.283068540067274,0.012625390063214097,0.038732822578235286,1,368
2,0,2,0.4999971105030326,0.37488141022862664,0.6882468747682383,0.6882468747682383,0.00704298932981166,0.25713122854411713,0.013153153459374038,0.038732822578235286,1,368
2,2,4,0.4999971105030326,0.37488141022862664,0.7371371634578804,0.7371371634578804,0.00827145408717015,0.28901860102567045,0.012504320291739968,0.038732822578235286,1,368
2,6,8,0.4999971105030326,0.37488141022862664,0.7044759752774641,0.7044759752774641,0.0073723583288791104,0.26595799080890087,0.012973549569980975,0.038732822578235286,1,368
2,12,14,0.4999971105030326,0.37488141022862664,0.676933290183512,0.676933290183512,0.006650117521920872,0.2463209949832796,0.013373116333022541,0.038732822578235286,1,368
4,0,4,0.4999971105030326,0.37488141022862664,0.7649379769475932,0.7649379769475932,0.0037991578787044296,0.15733580760640573,0.015183755984553928,0.038732822578235286,1,368
4,2,6,0.4999971105030326,0.37488141022862664,0.7737311978024413,0.7737311978024413,0.00555253348434331,0.2143819945207612,0.014023000008861634,0.038732822578235286,1,368
4,6,10,0.4999971105030326,0.37488141022862664,0.7613636691988293,0.7613636691988293,0.0056245700671998765,0.21656098543540975,0.013978662659391574,0.038732822578235286,1,368
4,12,16,0.4999971105030326,0.37488141022862664,0.7658216814368121,0.7658216814368121,0.005693973771872949,0.21864893377899988,0.013936177812500812,0.038732822578235286,1,368
8,0,8,0.4999971105030326,0.37488141022862664,0.8022334366810083,0.8022334366810083,0.0039961112058402234,0.16415338601377846,0.015045034269674155,0.038732822578235286,1,368
8,2,10,0.4999971105030326,0.37488141022862664,0.7815325988232044,0.7815325988232044,0.0035785450771252565,0.1495659766785289,0.015341853802611246,0.038732822578235286,1,368
8,6,14,0.4999971105030326,0.37488141022862664,0.7944212000466172,0.7944212000466172,0.003785946831562942,0.15687452222932705,0.015193142059012295,0.038732822578235286,1,368
8,12,20,0.4999971105030326,0.37488141022862664,0.7962603648664138,0.7962603648664138,0.0034091875061608434,0.14350340936305914,0.015465212814319302,0.038732822578235286,1,368
13,0,13,0.4999971105030326,0.37488141022862664,0.8255740708100128,0.8255740708100128,0.004195503920709397,0.17094394400719,0.014906862356782426,0.038732822578235286,1,368
13,2,15,0.4999971105030326,0.37488141022862664,0.7968919607452205,0.7968919607452205,0.004377219594731786,0.17703709913985646,0.014782880954805802,0.038732822578235286,1,368
13,6,19,0.4999971105030326,0.37488141022862664,0.8160081503077796,0.8160081503077796,0.0027062956747372358,0.1173896843658173,0.015996565810508824,0.038732822578235286,1,368
13,12,25,0.4999971105030326,0.37488141022862664,0.7696281121086298,0.7696281121086298,0.003522542731859136,0.14757075628923638,0.01538245185333061,0.038732822578235286,1,368
20,0,20,0.4999971105030326,0.37488141022862664,0.8169455512823106,0.8169455512823106,0.003714429845528399,0.15436859640443948,0.015244131766356712,0.038732822578235286,1,368
20,2,22,0.4999971105030326,0.37488141022862664,0.773798378606935,0.773798378606935,0.0027346777940890424,0.118474945309159,0.01597448329819196,0.038732822578235286,1,368
20,6,26,0.4999971105030326,0.37488141022862664,0.827721448639673,0.827721448639673,0.0024468130574669643,0.10734241932761492,0.016201004065952054,0.038732822578235286,1,368
20,12,32,0.4999971105030326,0.37488141022862664,0.7466469795606616,0.7466469795606616,0.0019366411289117643,0.08690610434333677,0.016929998020257523,0.038732822578235286,1,368
0,0,0,0.343817391496981,0.3080817785431734,0.343817391496981,0.343817391496981,,1.0,0.03326794238522164,0.03326794238522164,2,368
0,2,2,0.343817391496981,0.3080817785431734,0.3395616440467213,0.3395616440467213,0.012535942606503134,0.3770004564055465,0.004742201572268555,0.03326794238522164,2,368
0,6,6,0.343817391496981,0.3080817785431734,0.3262665869165504,0.3262665869165504,0.012057587187400673,0.3679072640419361,0.00493057482030928,0.03326794238522164,2,368
0,12,12,0.343817391496981,0.3080817785431734,0.30232734533245104,0.30232734533245104,0.010782694890279797,0.34232354094688017,0.00546056350015689,0.03326794238522164,2,368
1,0,1,0.343817391496981,0.3080817785431734,0.5353628678450035,0.5353628678450035,0.008096212152024555,0.28100074557838534,0.006730917593701396,0.03326794238522164,2,368
1,2,3,0.343817391496981,0.3080817785431734,0.5377358672295408,0.5377358672295408,0.00803447767044312,0.2794568661445985,0.006762900375093941,0.03326794238522164,2,368
1,6,7,0.343817391496981,0.3080817785431734,0.4954011247848529,0.4954011247848529,0.009302708505794753,0.3098985307491019,0.0061322752867844785,0.03326794238522164,2,368
1,12,13,0.343817391496981,0.3080817785431734,0.5300452302591976,0.5300452302591976,0.008764012703605873,0.2972880680002973,0.0063935117956254485,0.03326794238522164,2,368
2,0,2,0.343817391496981,0.3080817785431734,0.6256148608755369,0.6256148608755369,0.007242118741616711,0.25903590125356396,0.007185938108249569,0.03326794238522164,2,368
2,2,4,0.343817391496981,0.3080817785431734,0.6577357131230357,0.6577357131230357,0.006305112529722136,0.23334148521236048,0.007718219887040557,0.03326794238522164,2,368
2,6,8,0.343817391496981,0.3080817785431734,0.6425882476453008,0.6425882476453008,0.006570834512686162,0.240807324042218,0.007563558657684312,0.03326794238522164,2,368
2,12,14,0.343817391496981,0.3080817785431734,0.5909948345425878,0.5909948345425878,0.006069242130281181,0.22659026627790252,0.007858077154770571,0.03326794238522164,2,368
4,0,4,0.343817391496981,0.3080817785431734,0.7391434375189623,0.7391434375189623,0.005659796923333189,0.21458415860263697,0.008106793931968326,0.03326794238522164,2,368
4,2,6,0.343817391496981,0.3080817785431734,0.7074661230559707,0.7074661230559707,0.005993851340668897,0.22440724070195123,0.007903300394514564,0.03326794238522164,2,368
4,6,10,0.343817391496981,0.3080817785431734,0.681779458180792,0.681779458180792,0.007250206149733242,0.25925017809384504,0.007181499180448454,0.03326794238522164,2,368
4,12,16,0.343817391496981,0.3080817785431734,0.6571871902820439,0.6571871902820439,0.005426865839765534,0.20758612006358063,0.008251764278663249,0.03326794238522164,2,368
8,0,8,0.343817391496981,0.3080817785431734,0.7857324826654261,0.7857324826654261,0.00517803900743086,0.19997143526615038,0.008409508979395474,0.03326794238522164,2,368
8,2,10,0.343817391496981,0.3080817785431734,0.7633497167811389,0.7633497167811389,0.0036799222631425134,0.1508425958501287,0.009427254858202864,0.03326794238522164,2,368
8,6,14,0.343817391496981,0.3080817785431734,0.718674722584212,0.718674722584212,0.0056198284644509156,0.2133921689718998,0.008131487015474548,0.03326794238522164,2,368
8,12,20,0.343817391496981,0.3080817785431734,0.7579013294575548,0.7579013294575548,0.003421896555175323,0.14176534413013578,0.009615297882193114,0.03326794238522164,2,368
13,0,13,0.343817391496981,0.3080817785431734,0.7481454245297102,0.7481454245297102,0.0038591575950287713,0.15703583839523744,0.009298956548052168,0.03326794238522164,2,368
13,2,15,0.343817391496981,0.3080817785431734,0.7755279833333815,0.7755279833333815,0.005467639184846777,0.20882007933659136,0.00822620175816306,0.03326794238522164,2,368
13,6,19,0.343817391496981,0.3080817785431734,0.7300566919305018,0.7300566919305018,0.0030598483430737088,0.12869644233955008,0.009886031347424704,0.03326794238522164,2,368
13,12,25,0.343817391496981,0.3080817785431734,0.7544767939682714,0.7544767939682714,0.0026214640491618382,0.11232927498350077,0.010225091201522079,0.03326794238522164,2,368
20,0,20,0.343817391496981,0.3080817785431734,0.812245302881888,0.812245302881888,0.003288367461714615,0.13699121328109323,0.009714198081226023,0.03326794238522164,2,368
20,2,22,0.343817391496981,0.3080817785431734,0.7778573994719925,0.7778573994719925,0.0033340791221762693,0.1386315323604384,0.00968021747018828,0.03326794238522164,2,368
20,6,26,0.343817391496981,0.3080817785431734,0.7012043423360428,0.7012043423360428,0.002250481456604888,0.09799044485715117,0.010522132317116854,0.03326794238522164,2,368
20,12,32,0.343817391496981,0.3080817785431734,0.7091439576284164,0.7091439576284164,0.0021757539606361634,0.09504591974314482,0.010583130670333549,0.03326794238522164,2,368
0,0,0,0.41263076177734886,0.37439597473809116,0.41263076177734886,0.41263076177734886,,1.0,0.032527550367922056,0.032527550367922056,3,368
0,2,2,0.41263076177734886,0.37439597473809116,0.40581805030228957,0.40581805030228957,0.011328395675575916,0.3517547297568182,0.004306984463687573,0.032527550367922056,3,368
0,6,6,0.41263076177734886,0.37439597473809116,0.4052873460259303,0.4052873460259303,0.01140755721753867,0.35334422393817183,0.004273800614345794,0.032527550367922056,3,368
0,12,12,0.41263076177734886,0.37439597473809116,0.3212008171497424,0.3212008171497424,0.009658333290056755,0.3163003761570522,0.005047164542461355,0.032527550367922056,3,368
1,0,1,0.41263076177734886,0.37439597473809116,0.5723303696726103,0.5723303696726103,0.009264678569092088,0.3073711554364231,0.005233579767259791,0.032527550367922056,3,368
1,2,3,0.41263076177734886,0.37439597473809116,0.5359176512627584,0.5359176512627584,0.00918097054717348,0.30544226221624504,0.005273849245918881,0.032527550367922056,3,368
1,6,7,0.41263076177734886,0.37439597473809116,0.5588284727178513,0.5588284727178513,0.007895520598087447,0.27441197380648286,0.005921668173286451,0.032527550367922056,3,368
1,12,13,0.41263076177734886,0.37439597473809116,0.5967906838765106,0.5967906838765106,0.007425798315880035,0.26236987759773717,0.0061730708591458735,0.032527550367922056,3,368
2,0,2,0.41263076177734886,0.37439597473809116,0.628048298904977,0.628048298904977,0.008199147694965079,0.28198891580113633,0.00576348445385448,0.032527550367922056,3,368
2,2,4,0.41263076177734886,0.37439597473809116,0.6222387244604587,0.6222387244604587,0.0065230758722829955,0.23806791632273058,0.0066804225884694755,0.032527550367922056,3,368
2,6,8,0.41263076177734886,0.37439597473809116,0.6170934935270452,0.6170934935270452,0.00716507996546498,0.2555118343212685,0.006316246139392526,0.032527550367922056,3,368
2,12,14,0.41263076177734886,0.37439597473809116,0.6107686254566609,0.6107686254566609,0.005777159094331963,0.21674523267282422,0.00712557597757991,0.032527550367922056,3,368
4,0,4,0.41263076177734886,0.37439597473809116,0.6858242723524262,0.6858242723524262,0.0062487283422859655,0.23036179013817243,0.006841303284553124,0.032527550367922056,3,368
4,2,6,0.41263076177734886,0.37439597473809116,0.7018149893618354,0.7018149893618354,0.005370698202229903,0.2046160704567102,0.007378796339342275,0.032527550367922056,3,368
4,6,10,0.41263076177734886,0.37439597473809116,0.7247648190259891,0.7247648190259891,0.005121603049147817,0.19699541559024353,0.00753789265183029,0.032527550367922056,3,368
4,12,16,0.41263076177734886,0.37439597473809116,0.6473537505189055,0.6473537505189055,0.005160693016057576,0.19820095397261678,0.007512724642707818,0.032527550367922056,3,368
8,0,8,0.41263076177734886,0.37439597473809116,0.7565247249439678,0.7565247249439678,0.004632622507570308,0.18160303505848494,0.007859239179907681,0.032527550367922056,3,368
8,2,10,0.41263076177734886,0.37439597473809116,0.7492297082667545,0.7492297082667545,0.004560084144608376,0.1792692295751352,0.007907962006616316,0.032527550367922056,3,368
8,6,14,0.41263076177734886,0.37439597473809116,0.7259639602674905,0.7259639602674905,0.004830169958186796,0.18789203210138145,0.007727943870474948,0.032527550367922056,3,368
8,12,20,0.41263076177734886,0.37439597473809116,0.696169875453049,0.696169875453049,0.0026362371234682873,0.11211721161503264,0.009309893811793991,0.032527550367922056,3,368
13,0,13,0.41263076177734886,0.37439597473809116,0.7417285741391948,0.7417285741391948,0.004159822019345061,0.16614825068594927,0.008181888512156987,0.032527550367922056,3,368
13,2,15,0.41263076177734886,0.37439597473809116,0.7640708870659374,0.7640708870659374,0.0036767594666251395,0.1497433181288601,0.008524374075691992,0.032527550367922056,3,368
13,6,19,0.41263076177734886,0.37439597473809116,0.7559880008822597,0.7559880008822597,0.0028514554528882505,0.12017035926314269,0.009141768353131172,0.032527550367922056,3,368
13,12,25,0.41263076177734886,0.37439597473809116,0.7026425894516024,0.7026425894516024,0.0029662630690820563,0.12440682633316903,0.00905332368523471,0.032527550367922056,3,368
20,0,20,0.41263076177734886,0.37439597473809116,0.7605341427777504,0.7605341427777504,0.004261799922230018,0.1695308503720567,0.008111270022524182,0.032527550367922056,3,368
20,2,22,0.41263076177734886,0.37439597473809116,0.752116797320088,0.752116797320088,0.004504203076719771,0.177462249217506,0.00794568631203026,0.032527550367922056,3,368
20,6,26,0.41263076177734886,0.37439597473809116,0.7271368552448704,0.7271368552448704,0.001626377518396103,0.07227263807270592,0.010236854979319502,0.032527550367922056,3,368
20,12,32,0.41263076177734886,0.37439597473809116,0.7434463800863574,0.7434463800863574,0.0023835742009296022,0.10247277275725677,0.009511240636335292,0.032527550367922056,3,368
0,0,0,0.5647442361759242,0.4960257377126549,0.5647442361759242,0.5647442361759242,,1.0,0.04731162160233031,0.04731162160233031,4,368
0,2,2,0.5647442361759242,0.4960257377126549,0.5628557091162667,0.5628557091162667,0.02632413181301058,0.5575913563698576,0.014779292586134491,0.04731162160233031,4,368
0,6,6,0.5647442361759242,0.4960257377126549,0.5620582079532441,0.5620582079532441,0.026138054443540417,0.5558407267680776,0.014815856770930258,0.04731162160233031,4,368
0,12,12,0.5647442361759242,0.4960257377126549,0.5724690655270491,0.5724690655270491,0.02395733503731588,0.5342415271143698,0.015266984254879944,0.04731162160233031,4,368
1,0,1,0.5647442361759242,0.4960257377126549,0.7139535253307752,0.7139535253307752,0.012284106073674108,0.37033324177861504,0.018690422787211582,0.04731162160233031,4,368
1,2,3,0.5647442361759242,0.4960257377126549,0.6739655360065033,0.6739655360065033,0.01219143373089088,0.3685691341068894,0.018727268479094675,0.04731162160233031,4,368
1,6,7,0.5647442361759242,0.4960257377126549,0.6752125947393819,0.6752125947393819,0.013500160954404098,0.3926009945328227,0.01822533169891771,0.04731162160233031,4,368
1,12,13,0.5647442361759242,0.4960257377126549,0.6753989672937839,0.6753989672937839,0.012484278033789344,0.37411026979598383,0.018611534625909257,0.04731162160233031,4,368
2,0,2,0.5647442361759242,0.4960257377126549,0.7416587446291475,0.7416587446291475,0.00804786267784335,0.27814390965044916,0.020615917347971528,0.04731162160233031,4,368
2,2,4,0.5647442361759242,0.4960257377126549,0.7062132853291571,0.7062132853291571,0.009548215093312405,0.3137297675944101,0.019872660245123516,0.04731162160233031,4,368
2,6,8,0.5647442361759242,0.4960257377126549,0.7337263530791924,0.7337263530791924,0.0076882385787626,0.26905901069835375,0.020805667323521775,0.04731162160233031,4,368
2,12,14,0.5647442361759242,0.4960257377126549,0.739222176311326,0.739222176311326,0.008217902244744512,0.2823613100265705,0.020527831435021425,0.04731162160233031,4,368
4,0,4,0.5647442361759242,0.4960257377126549,0.8041934787906108,0.8041934787906108,0.005164780384939262,0.19825585753522143,0.022284483615527585,0.04731162160233031,4,368
4,2,6,0.5647442361759242,0.4960257377126549,0.791385542690873,0.791385542690873,0.006854039972450609,0.24707839211790966,0.021264761239723963,0.04731162160233031,4,368
4,6,10,0.5647442361759242,0.4960257377126549,0.7556920682345077,0.7556920682345077,0.004613112745319097,0.18091050897660546,0.02264676386567267,0.04731162160233031,4,368
4,12,16,0.5647442361759242,0.4960257377126549,0.7951739140066441,0.7951739140066441,0.0037657039354283273,0.15275444118260897,0.023234840101156777,0.04731162160233031,4,368
8,0,8,0.5647442361759242,0.4960257377126549,0.8090745615429145,0.8090745615429145,0.0023655810801165157,0.10173716722919911,0.024942016838975345,0.04731162160233031,4,368
8,2,10,0.5647442361759242,0.4960257377126549,0.8392789549267368,0.8392789549267368,0.0031341955564612306,0.13048002372950354,0.02370007039038834,0.04731162160233031,4,368
8,6,14,0.5647442361759242,0.4960257377126549,0.8098084937726524,0.8098084937726524,0.003529695011564301,0.14456483158830427,0.023405890789610136,0.04731162160233031,4,368
8,12,20,0.5647442361759242,0.4960257377126549,0.7989189428679029,0.7989189428679029,0.0023655810801165157,0.10173716722919911,0.024784053711090544,0.04731162160233031,4,368
13,0,13,0.5647442361759242,0.4960257377126549,0.8268119794691609,0.8268119794691609,0.0024236886366164334,0.10397637234667664,0.024253633751786366,0.04731162160233031,4,368
13,2,15,0.5647442361759242,0.4960257377126549,0.8592311722785514,0.8592311722785514,0.0023655810801165157,0.10173716722919911,0.024743463588146844,0.04731162160233031,4,368
13,6,19,0.5647442361759242,0.4960257377126549,0.8534733679880335,0.8534733679880335,0.0023655810801165157,0.10173716722919911,0.0248039592695472,0.04731162160233031,4,368
13,12,25,0.5647442361759242,0.4960257377126549,0.8289540598877143,0.8289540598877143,0.0023655810801165157,0.10173716722919911,0.02519148949722813,0.04731162160233031,4,368
20,0,20,0.5647442361759242,0.4960257377126549,0.8815034149038327,0.8815034149038327,0.0023655810801165157,0.10173716722919911,0.024539475502229225,0.04731162160233031,4,368
20,2,22,0.5647442361759242,0.4960257377126549,0.8425062822479902,0.8425062822479902,0.0023655810801165157,0.10173716722919911,0.02727120987379337,0.04731162160233031,4,368
20,6,26,0.5647442361759242,0.4960257377126549,0.8258269017946666,0.8258269017946666,0.0023655810801165157,0.10173716722919911,0.02597668313059811,0.04731162160233031,4,368
20,12,32,0.5647442361759242,0.4960257377126549,0.8294168609853377,0.8294168609853377,0.0023655810801165157,0.10173716722919911,0.026962768035588044,0.04731162160233031,4,368
0,0,0,0.48395341938255304,0.4160023231555619,0.48395341938255304,0.48395341938255304,,1.0,0.04413442291951816,0.04413442291951816,5,368
0,2,2,0.48395341938255304,0.4160023231555619,0.4810458630590334,0.4810458630590334,0.02289871681865811,0.5235872226307883,0.0123896058174319,0.04413442291951816,5,368
0,6,6,0.48395341938255304,0.4160023231555619,0.48182289695186964,0.48182289695186964,0.022799905718743376,0.5225084017061505,0.012412083672608038,0.04413442291951816,5,368
0,12,12,0.48395341938255304,0.4160023231555619,0.456323567796749,0.456323567796749,0.021132318391067436,0.5035353521101896,0.012807398086083232,0.04413442291951816,5,368
1,0,1,0.48395341938255304,0.4160023231555619,0.6378706622630733,0.6378706622630733,0.012954985779837381,0.38339066191324095,0.015310681888570985,0.04413442291951816,5,368
1,2,3,0.48395341938255304,0.4160023231555619,0.6484356263418102,0.6484356263418102,0.01268677404888428,0.37845718145868906,0.015413473794659608,0.04413442291951816,5,368
1,6,7,0.48395341938255304,0.4160023231555619,0.652427466402374,0.652427466402374,0.013456808734550716,0.3924139107751375,0.01512267730272725,0.04413442291951816,5,368
1,12,13,0.48395341938255304,0.4160023231555619,0.6125153263734984,0.6125153263734984,0.013343946060053475,0.39040762785376654,0.015164479362660502,0.04413442291951816,5,368
2,0,2,0.48395341938255304,0.4160023231555619,0.7084076174845387,0.7084076174845387,0.00989597642364318,0.3220135560936277,0.01658950923075274,0.04413442291951816,5,368
2,2,4,0.48395341938255304,0.4160023231555619,0.6876774030742322,0.6876774030742322,0.0097560501035769,0.318912441155368,0.01665412274618877,0.04413442291951816,5,368
2,6,8,0.48395341938255304,0.4160023231555619,0.6967728171535952,0.6967728171535952,0.010636571400763652,0.3379677695548771,0.016257094006463527,0.04413442291951816,5,368
2,12,14,0.48395341938255304,0.4160023231555619,0.705649111046258,0.705649111046258,0.011251944662361669,0.3506641987819701,0.01599255659260435,0.04413442291951816,5,368
4,0,4,0.48395341938255304,0.4160023231555619,0.7198247423772662,0.7198247423772662,0.010330309801175764,0.3314620969001266,0.01639264344234977,0.04413442291951816,5,368
4,2,6,0.48395341938255304,0.4160023231555619,0.7379438146946331,0.7379438146946331,0.007817024241515601,0.27282076403379646,0.0176144693797253,0.04413442291951816,5,368
4,6,10,0.48395341938255304,0.4160023231555619,0.764725839711898,0.764725839711898,0.007969980487716185,0.27668205402394763,0.01753401717935583,0.04413442291951816,5,368
4,12,16,0.48395341938255304,0.4160023231555619,0.7117433009420724,0.7117433009420724,0.008479796910750605,0.2892610981748338,0.01727192555115256,0.04413442291951816,5,368
8,0,8,0.48395341938255304,0.4160023231555619,0.785087161676024,0.785087161676024,0.008906746509120069,0.29946372072992095,0.017059348035299154,0.04413442291951816,5,368
8,2,10,0.48395341938255304,0.4160023231555619,0.7928379964998559,0.7928379964998559,0.007624177950594009,0.2678933208942533,0.017717135494879237,0.04413442291951816,5,368
8,6,14,0.48395341938255304,0.4160023231555619,0.7953063492843198,0.7953063492843198,0.007000645272613078,0.25149409642334053,0.018058822779802964,0.04413442291951816,5,368
8,12,20,0.48395341938255304,0.4160023231555619,0.785881050967837,0.785881050967837,0.0063919155760004225,0.2347596215171555,0.01840749520059095,0.04413442291951816,5,368
13,0,13,0.48395341938255304,0.4160023231555619,0.8338678902723159,0.8338678902723159,0.00665708584611133,0.24214046373223735,0.01825371110297128,0.04413442291951816,5,368
13,2,15,0.48395341938255304,0.4160023231555619,0.7844989082517292,0.7844989082517292,0.006330299757362743,0.23302395456863192,0.018443658820902657,0.04413442291951816,5,368
13,6,19,0.48395341938255304,0.4160023231555619,0.8227507914813776,0.8227507914813776,0.005620384229482942,0.21244302675288476,0.018872474302942505,0.04413442291951816,5,368
13,12,25,0.48395341938255304,0.4160023231555619,0.8173351517900915,0.8173351517900915,0.005588474549148868,0.21149197303833314,0.018892290054725022,0.04413442291951816,5,368
20,0,20,0.48395341938255304,0.4160023231555619,0.7986408287847834,0.7986408287847834,0.004918196763535779,0.1909699538876604,0.019319878140806983,0.04413442291951816,5,368
20,2,22,0.48395341938255304,0.4160023231555619,0.8210021642332286,0.8210021642332286,0.004827227144720361,0.18810210055948517,0.019379631516279215,0.04413442291951816,5,368
20,6,26,0.48395341938255304,0.4160023231555619,0.8102236181703129,0.8102236181703129,0.003936226164667666,0.15889946829131746,0.019988085175172282,0.04413442291951816,5,368
20,12,32,0.48395341938255304,0.4160023231555619,0.7624657715005061,0.7624657715005061,0.006367696743358516,0.23407833478552437,0.018421690201945905,0.04413442291951816,5,368
0,0,0,0.43131602220085047,0.36831158227767363,0.43131602220085047,0.43131602220085047,,1.0,0.03746634195840904,0.03746634195840904,0,900
