p_useful,p_noise,p_total,rho_A0,rho_A,rho_HN,rho_EBT,tau2,w_mean,var_HN,var_A0,seed,n_builds
13,6,19,0.36929573239330993,0.2646411160279007,0.6301027525688143,0.6301027525688143,0.007381994698099047,0.27039054808259466,0.009896117309246458,0.03520132629038869,1,200
13,12,25,0.36929573239330993,0.2646411160279007,0.6948488712217806,0.6948488712217806,0.0038691536202857466,0.16264882584786336,0.012042250088062433,0.03520132629038869,1,200
20,0,20,0.36929573239330993,0.2646411160279007,0.6810080252006301,0.6810080252006301,0.00568561082755753,0.2220521330791523,0.010858981599543247,0.03520132629038869,1,200
20,2,22,0.36929573239330993,0.2646411160279007,0.711265281632041,0.711265281632041,0.004245247694753339,0.1756812920262844,0.011782653320216234,0.03520132629038869,1,200
20,6,26,0.36929573239330993,0.2646411160279007,0.6412585314632867,0.6412585314632867,0.004059104983855609,0.1692821454028148,0.011910119431210406,0.03520132629038869,1,200
20,12,32,0.36929573239330993,0.2646411160279007,0.6715112877821946,0.6715112877821946,0.004411369981937013,0.18130949996897988,0.011670543718649845,0.03520132629038869,1,200
0,0,0,0.24944723618090459,0.24119552988824727,0.24944723618090459,0.24944723618090459,,1.0,0.027863465331614358,0.027863465331614358,2,200
0,2,2,0.24944723618090459,0.24119552988824727,0.25588239705992655,0.25588239705992655,0.007560899061993979,0.2717880711395671,0.002099329225113333,0.027863465331614358,2,200
0,6,6,0.24944723618090459,0.24119552988824727,0.20264306607665192,0.20264306607665192,0.006702229639356468,0.2485950677992998,0.002569177707212841,0.027863465331614358,2,200
0,12,12,0.24944723618090459,0.24119552988824727,0.27605940148503716,0.27605940148503716,0.006771256097635445,0.25051396777712365,0.002530304249185257,0.027863465331614358,2,200
1,0,1,0.24944723618090459,0.24119552988824727,0.3549883747093678,0.3549883747093678,0.006799600082983026,0.25129908044945515,0.002514399280261652,0.027863465331614358,2,200
1,2,3,0.24944723618090459,0.24119552988824727,0.5275121878046952,0.5275121878046952,0.004598685282802092,0.18500650324476303,0.0038573675158592867,0.027863465331614358,2,200
1,6,7,0.24944723618090459,0.24119552988824727,0.46941873546838675,0.46941873546838675,0.004230794001720311,0.1727630843781302,0.004105397134352391,0.027863465331614358,2,200
1,12,13,0.24944723618090459,0.24119552988824727,0.43930398259956505,0.43930398259956505,0.003441356543099461,0.145207639248012,0.004663620831301718,0.027863465331614358,2,200
2,0,2,0.24944723618090459,0.24119552988824727,0.5581579539488488,0.5581579539488488,0.0044632931043925225,0.18054302897377766,0.003947789466839286,0.027863465331614358,2,200
2,2,4,0.24944723618090459,0.24119552988824727,0.5450581264531613,0.5450581264531613,0.003089297379731709,0.1323181424174969,0.004924738825896625,0.027863465331614358,2,200
2,6,8,0.24944723618090459,0.24119552988824727,0.5038250956273908,0.5038250956273908,0.00398308441344019,0.1643099628806994,0.004276642153649866,0.027863465331614358,2,200
2,12,14,0.24944723618090459,0.24119552988824727,0.5477176929423236,0.5477176929423236,0.0023264893702092462,0.10301179762837961,0.005518432596946341,0.027863465331614358,2,200
4,0,4,0.24944723618090459,0.24119552988824727,0.6829235730893274,0.6829235730893274,0.004191026572307351,0.17141755769627312,0.004132655081924768,0.027863465331614358,2,200
4,2,6,0.24944723618090459,0.24119552988824727,0.5051646291157279,0.5051646291157279,0.001912216608552758,0.0862508228816903,0.005857979762429959,0.027863465331614358,2,200
4,6,10,0.24944723618090459,0.24119552988824727,0.5041281032025801,0.5041281032025801,0.001393173266580718,0.06434572531879537,0.006655028538680654,0.027863465331614358,2,200
4,12,16,0.24944723618090459,0.24119552988824727,0.6038280957023927,0.6038280957023927,0.0020975663635490263,0.09382663975538971,0.0057045073549737,0.027863465331614358,2,200
8,0,8,0.24944723618090459,0.24119552988824727,0.7172369309232731,0.7172369309232731,0.002190225908624173,0.09756701846128644,0.005628734018003958,0.027863465331614358,2,200
8,2,10,0.24944723618090459,0.24119552988824727,0.5773944348608716,0.5773944348608716,0.0024831197339781792,0.10918978531409575,0.0053932776916511115,0.027863465331614358,2,200
