noise_mult,seed,strategy,mean_cov_q_corr,prior_rho_upperbound,rho_truth,rho_alpha_truth,ceiling_pct,top5,top10,top25
2.0,6,J,0.24713030531933208,0.6097356637295969,0.6963415149057212,0.6963415149057212,0.0033333333333333335,0.2,0.3,0.52
2.0,7,A0,0.1988102332686154,0.43930132557028406,0.4336966966291289,0.4390471005233391,0.25333333333333335,0.0,0.2,0.16
2.0,7,A,0.1988102332686154,0.43930132557028406,0.5197425464037534,0.5198457760641785,0.25333333333333335,0.2,0.1,0.24
2.0,7,D,0.1988102332686154,0.43930132557028406,0.4723123590262114,0.4723123590262114,0.006666666666666667,0.0,0.1,0.16
2.0,7,J,0.1988102332686154,0.43930132557028406,0.5501967799642218,0.5501967799642218,0.006666666666666667,0.2,0.2,0.24
2.0,8,A0,0.24580009016879284,0.5311979021989133,0.4877520024615006,0.48917787975421945,0.25333333333333335,0.0,0.0,0.16
2.0,8,A,0.24580009016879284,0.5311979021989133,0.6025454497567941,0.6065751841687129,0.25333333333333335,0.0,0.0,0.16
2.0,8,D,0.24580009016879284,0.5311979021989133,0.6480849787219858,0.6480849787219858,0.01,0.2,0.5,0.4
2.0,8,J,0.24580009016879284,0.5311979021989133,0.6931428126979189,0.6931428126979189,0.0033333333333333335,0.0,0.2,0.48
2.0,9,A0,0.3205918898227269,0.6269105212280136,0.61995259314395,0.6303972266358515,0.25333333333333335,0.0,0.1,0.2
2.0,9,A,0.3205918898227269,0.6269105212280136,0.6931429408575537,0.6976206402293358,0.25333333333333335,0.0,0.0,0.16
2.0,9,D,0.3205918898227269,0.6269105212280136,0.7001446682740919,0.7001446682740919,0.0033333333333333335,0.4,0.2,0.28
2.0,9,J,0.3205918898227269,0.6269105212280136,0.7090527672529694,0.7090527672529694,0.006666666666666667,0.2,0.2,0.4
4.0,0,A0,0.13626240884688484,0.39833375926399184,0.45825405068037256,0.4655682840920454,0.25333333333333335,0.2,0.1,0.12
4.0,0,A,0.13626240884688484,0.39833375926399184,0.55667816914045,0.5635884843164924,0.25333333333333335,0.0,0.0,0.2
